Shipment_ID,Customer_Name,Origin_City,Origin_State,Destination_City,Destination_State,Pickup_Date,Delivery_Date,Distance_Miles,Freight_Type,Status,Cost_USD,Revenue_USD,Fuel_Gallons,Deadhead_Miles
SHP0540,"Cole, Anderson and Ward",Montgomery,AL,Atlanta,GA,7/27/2025,7/27/2025,747,Flatbed,Delayed,1335.92,1829.29,127.84,104
SHP0541,Harris-Boyd,Tampa,FL,Savannah,GA,7/12/2025,7/12/2025,1187,Refrigerated,On Time,1526.38,1877.96,185.89,74
SHP0542,Massey LLC,New Orleans,LA,Orlando,FL,4/16/2025,4/16/2025,1068,Refrigerated,Delayed,1403.52,1865.51,162.02,120
SHP0543,Reynolds-Wheeler,Atlanta,GA,Little Rock,AR,6/17/2025,6/17/2025,1761,Flatbed,On Time,2462.86,3416.97,292.14,217
SHP0544,Smith Ltd,Charlotte,NC,Augusta,GA,3/22/2025,3/22/2025,1994,Refrigerated,On Time,3472.04,4778.28,349.50,290
SHP0545,"Casey, Wise and Rose",Charleston,SC,Mobile,AL,4/18/2025,4/18/2025,1905,Flatbed,On Time,2481.85,3215.88,314.93,181
SHP0546,Alexander Inc,Greenville,SC,Tampa,FL,7/3/2025,7/4/2025,611,Flatbed,On Time,755.77,986.67,107.77,65
SHP0547,King-Lee,Charleston,SC,Miami,FL,4/9/2025,4/9/2025,593,Flatbed,Delayed,963.02,1239.28,99.86,80
SHP0548,"Donaldson, Stark and Hunter",Montgomery,AL,Greenville,SC,8/2/2025,8/2/2025,721,Refrigerated,On Time,958.40,1303.52,116.13,65
SHP0549,Hebert and Sons,Atlanta,GA,Tampa,FL,4/19/2025,4/19/2025,333,Refrigerated,On Time,433.65,543.00,49.95,22
SHP0550,"Yang, Coleman and Conley",Little Rock,AR,Atlanta,GA,7/7/2025,7/7/2025,673,Refrigerated,Delayed,1007.16,1267.85,116.77,29
SHP0551,Gordon Inc,Miami,FL,Dallas,TX,2/13/2025,2/17/2025,1986,Dry Van,On Time,3349.62,4404.67,300.31,89
SHP0552,King PLC,Nashville,TN,Greenville,SC,3/14/2025,3/14/2025,1257,Refrigerated,Delayed,1805.33,2370.89,223.59,103
SHP0553,"Davenport, Murray and Harris",Miami,FL,Memphis,TN,5/3/2025,5/3/2025,1544,Flatbed,On Time,1881.59,2436.68,218.35,193
SHP0554,"Martinez, Cruz and Dominguez",Houston,TX,Baton Rouge,LA,2/24/2025,2/24/2025,651,Dry Van,On Time,879.51,1201.57,108.98,40
SHP0555,"Carr, Hartman and Payne",Atlanta,GA,Miami,FL,6/16/2025,6/16/2025,888,Flatbed,On Time,1563.46,1876.47,160.76,126
SHP0556,Dalton-Hamilton,Columbia,SC,New Orleans,LA,4/12/2025,4/12/2025,1269,Refrigerated,On Time,1969.92,2530.01,216.35,45
SHP0557,"Brock, Lee and Hamilton",Atlanta,GA,Greenville,SC,4/30/2025,4/30/2025,836,Refrigerated,Delayed,1491.86,1755.49,115.72,124
SHP0558,Garcia Ltd,Miami,FL,Hattiesburg,MS,6/30/2025,6/30/2025,876,Flatbed,On Time,1334.19,1719.68,117.82,117
SHP0559,Schroeder-Hernandez,Knoxville,TN,San Antonio,TX,2/25/2025,2/25/2025,491,Flatbed,On Time,876.50,1188.80,83.21,41
SHP0560,"Johnson, Gray and Johnson",Montgomery,AL,Miami,FL,5/8/2025,5/10/2025,1406,Flatbed,On Time,2000.41,2528.69,217.33,136
SHP0561,West Ltd,Savannah,GA,Charlotte,NC,7/13/2025,7/13/2025,564,Dry Van,On Time,902.76,1097.91,84.20,52
SHP0562,Howard Inc,Miami,FL,Savannah,GA,2/23/2025,2/23/2025,1476,Refrigerated,Cancelled,1945.64,2606.11,206.69,114
SHP0563,Williams and Sons,Dallas,TX,Orlando,FL,3/8/2025,3/8/2025,1206,Refrigerated,On Time,1687.01,2330.89,169.91,149
SHP0564,Moore-Gonzalez,San Antonio,TX,Shreveport,LA,3/18/2025,3/18/2025,1692,Refrigerated,On Time,2626.79,3149.24,265.25,183
SHP0565,Bowen-Simmons,Columbia,SC,Fort Smith,AR,6/9/2025,6/9/2025,242,Dry Van,Delayed,319.58,400.29,34.03,34
SHP0566,Montoya and Sons,San Antonio,TX,Greenville,SC,3/29/2025,3/29/2025,104,Refrigerated,On Time,138.54,169.93,18.62,2
SHP0567,"Kirby, Hamilton and Strong",Raleigh,NC,Fayetteville,AR,4/21/2025,4/21/2025,489,Refrigerated,On Time,630.92,767.90,66.50,32
SHP0568,"Simmons, Carson and Walsh",Memphis,TN,Birmingham,AL,2/19/2025,2/19/2025,1594,Dry Van,On Time,2344.85,2971.72,217.73,206
SHP0569,Lopez LLC,Gulfport,MS,Birmingham,AL,7/31/2025,8/2/2025,512,Refrigerated,Cancelled,746.31,937.43,90.23,16
SHP0570,"Warren, Mack and Johnson",Houston,TX,Fort Smith,AR,2/26/2025,2/26/2025,1062,Refrigerated,On Time,1290.91,1736.80,142.66,22
SHP0571,Pierce-Flynn,Fort Smith,AR,Atlanta,GA,2/27/2025,2/27/2025,1502,Dry Van,On Time,1810.37,2242.77,265.97,200
SHP0572,Jones Ltd,Savannah,GA,Nashville,TN,5/26/2025,5/26/2025,355,Flatbed,On Time,496.93,647.45,64.26,52
SHP0573,"Taylor, Lutz and Wallace",Memphis,TN,Tampa,FL,6/21/2025,6/21/2025,1055,Dry Van,On Time,1752.48,2381.83,168.88,58
SHP0574,Lowery-Braun,Charlotte,NC,Montgomery,AL,6/26/2025,6/28/2025,546,Refrigerated,On Time,851.57,1098.21,84.85,67
SHP0575,"Brown, Sparks and Gillespie",Columbia,SC,Birmingham,AL,5/28/2025,5/28/2025,867,Refrigerated,On Time,1345.38,1776.29,153.79,96
SHP0576,"Wilkins, Collins and Richardson",Atlanta,GA,Fayetteville,AR,4/9/2025,4/9/2025,1022,Flatbed,On Time,1438.74,1761.13,144.18,51
SHP0577,Chandler-Lopez,Nashville,TN,Hattiesburg,MS,5/25/2025,5/25/2025,525,Dry Van,On Time,729.90,855.39,74.22,55
SHP0578,Williams-Woods,Savannah,GA,Baton Rouge,LA,3/29/2025,3/29/2025,660,Flatbed,On Time,858.07,1114.92,105.54,27
SHP0579,"Wright, Mcintyre and Thomas",Mobile,AL,Greenville,SC,6/23/2025,6/27/2025,1796,Refrigerated,On Time,2439.95,3183.39,319.62,219
SHP0580,King-Kennedy,Charlotte,NC,Hattiesburg,MS,5/1/2025,5/1/2025,1350,Flatbed,On Time,2226.82,2714.07,207.71,130
SHP0581,Allen-Perkins,Jackson,MS,Greensboro,NC,8/1/2025,8/1/2025,986,Refrigerated,On Time,1338.14,1638.42,136.39,68
SHP0582,Spencer PLC,Shreveport,LA,Birmingham,AL,5/9/2025,5/9/2025,761,Dry Van,On Time,1108.02,1546.12,124.53,26
SHP0583,Watson-Sutton,Greenville,SC,Tampa,FL,7/3/2025,7/3/2025,1727,Refrigerated,On Time,2439.61,3408.64,297.41,233
SHP0584,Barton-Gordon,Jackson,MS,Charlotte,NC,3/25/2025,3/25/2025,1085,Dry Van,On Time,1312.17,1533.30,175.63,92
SHP0585,Brown Inc,Greenville,SC,Jackson,MS,7/6/2025,7/6/2025,1615,Flatbed,On Time,2420.78,3134.36,227.20,128
SHP0586,Brown Inc,Orlando,FL,Birmingham,AL,6/12/2025,6/12/2025,1827,Refrigerated,On Time,2524.74,3065.53,258.07,58
SHP0587,Morgan and Sons,Charlotte,NC,Savannah,GA,5/13/2025,5/17/2025,1740,Refrigerated,On Time,2942.06,3895.71,292.61,157
SHP0588,Giles and Sons,Baton Rouge,LA,Montgomery,AL,5/25/2025,5/29/2025,1117,Refrigerated,On Time,1812.39,2410.71,173.12,126
SHP0589,Williams Ltd,Birmingham,AL,New Orleans,LA,5/30/2025,5/30/2025,1680,Dry Van,On Time,2100.01,2758.96,278.90,146
SHP0590,Bush LLC,Birmingham,AL,Charlotte,NC,7/21/2025,7/21/2025,471,Refrigerated,On Time,791.22,947.87,69.03,70
SHP0591,Jones-Rosario,Greensboro,NC,Savannah,GA,5/7/2025,5/7/2025,568,Refrigerated,On Time,1020.69,1250.78,81.21,19
SHP0592,Woods Inc,Fort Smith,AR,Gulfport,MS,6/19/2025,6/19/2025,300,Refrigerated,On Time,462.63,568.87,42.18,43
SHP0593,Garner Inc,Birmingham,AL,San Antonio,TX,5/19/2025,5/19/2025,333,Dry Van,On Time,567.40,676.64,47.62,47
SHP0594,"West, Todd and Vaughan",Tampa,FL,Little Rock,AR,7/10/2025,7/10/2025,108,Dry Van,On Time,184.22,223.64,17.27,12
SHP0595,Good Ltd,Baton Rouge,LA,Jackson,MS,6/17/2025,6/17/2025,904,Flatbed,On Time,1520.08,1818.32,161.52,81
SHP0596,"Arias, Carroll and Martin",Atlanta,GA,Gulfport,MS,6/18/2025,6/18/2025,1143,Flatbed,Delayed,2000.12,2779.24,176.00,45
SHP0597,Walter Inc,Birmingham,AL,Fayetteville,AR,2/28/2025,2/28/2025,1475,Dry Van,Delayed,2407.92,3359.39,227.31,102
SHP0598,Russell-Dawson,Birmingham,AL,Charleston,SC,3/31/2025,3/31/2025,759,Flatbed,On Time,1016.28,1290.68,117.70,36
SHP0599,"Ortiz, Thompson and Ford",Fort Smith,AR,Hattiesburg,MS,3/30/2025,4/5/2025,1042,Refrigerated,Delayed,1864.24,2157.25,139.36,24
SHP0600,Rangel-Hartman,Augusta,GA,Nashville,TN,5/10/2025,5/10/2025,264,Flatbed,On Time,317.09,425.81,39.87,6
SHP0601,Diaz PLC,Raleigh,NC,Charleston,SC,7/14/2025,7/14/2025,1049,Flatbed,Delayed,1601.29,1964.90,148.20,137
SHP0602,"Norris, Dean and Richard",Gulfport,MS,Charleston,SC,3/14/2025,3/14/2025,1774,Dry Van,Delayed,2242.33,3065.63,302.92,47
SHP0603,Maxwell-Taylor,Birmingham,AL,Tampa,FL,4/22/2025,4/22/2025,1423,Dry Van,Delayed,1718.73,2099.11,209.46,198
SHP0604,Murray Ltd,Montgomery,AL,Miami,FL,4/11/2025,4/11/2025,1247,Flatbed,On Time,1774.06,2233.12,168.96,58
SHP0605,"Burke, Gray and Rhodes",Gulfport,MS,Savannah,GA,6/19/2025,6/19/2025,709,Flatbed,Delayed,1075.64,1242.91,102.75,61
SHP0606,Thomas-Gutierrez,Tampa,FL,Savannah,GA,7/17/2025,7/17/2025,1030,Refrigerated,On Time,1408.45,1657.70,168.05,72
SHP0607,"Wheeler, Lamb and Wagner",Birmingham,AL,Shreveport,LA,5/18/2025,5/18/2025,364,Dry Van,On Time,507.43,673.26,61.32,28
SHP0608,Day LLC,Houston,TX,Savannah,GA,7/22/2025,7/22/2025,139,Flatbed,On Time,248.51,332.98,21.91,7
SHP0609,"Wagner, Sanders and Ingram",Tampa,FL,Baton Rouge,LA,6/17/2025,6/17/2025,1711,Refrigerated,On Time,2973.20,4161.20,276.32,209
SHP0610,Valdez-Lucas,Augusta,GA,Miami,FL,5/27/2025,6/1/2025,1621,Flatbed,On Time,2195.36,2587.87,272.00,33
SHP0611,Thomas Group,Nashville,TN,Orlando,FL,6/7/2025,6/7/2025,1030,Flatbed,Cancelled,1624.03,2237.41,141.15,72
SHP0612,Figueroa-Hickman,Hattiesburg,MS,Nashville,TN,4/10/2025,4/10/2025,194,Flatbed,On Time,343.09,456.04,26.05,23
SHP0613,Decker Ltd,Raleigh,NC,Fayetteville,AR,5/17/2025,5/17/2025,1149,Refrigerated,On Time,2063.51,2866.10,207.40,151
SHP0614,Smith PLC,Hattiesburg,MS,Charleston,SC,4/5/2025,4/5/2025,138,Flatbed,On Time,198.23,249.61,21.16,12
SHP0615,Davenport Inc,Gulfport,MS,Fort Smith,AR,3/4/2025,3/4/2025,217,Refrigerated,On Time,355.16,455.43,39.34,17
SHP0616,Tanner-Jones,Atlanta,GA,San Antonio,TX,6/1/2025,6/1/2025,413,Flatbed,On Time,555.17,711.03,55.11,51
SHP0617,Flores-Rice,Montgomery,AL,Tampa,FL,3/24/2025,3/24/2025,1451,Dry Van,On Time,2205.01,2543.73,239.24,81
SHP0618,Bauer Group,Columbia,SC,Augusta,GA,6/11/2025,6/11/2025,1159,Refrigerated,On Time,1855.25,2432.01,174.28,146
SHP0619,Bates-Hernandez,Shreveport,LA,Little Rock,AR,6/23/2025,6/23/2025,414,Dry Van,On Time,651.71,784.70,70.71,53
SHP0620,"Levy, Wilson and Walker",Savannah,GA,Raleigh,NC,6/7/2025,6/12/2025,1335,Refrigerated,On Time,2392.70,3129.04,203.47,149
SHP0621,"Spencer, Mora and Collins",Fayetteville,AR,Greenville,SC,7/8/2025,7/8/2025,1204,Dry Van,On Time,2025.42,2418.52,205.00,176
SHP0622,Garcia and Sons,Little Rock,AR,Memphis,TN,3/1/2025,3/1/2025,1575,Refrigerated,Delayed,2746.98,3479.05,252.29,115
SHP0623,"Garner, Kennedy and Brown",Fayetteville,AR,Houston,TX,6/27/2025,6/27/2025,703,Refrigerated,On Time,1144.71,1322.04,103.33,45
SHP0624,"Gutierrez, Alvarez and Francis",Fayetteville,AR,Knoxville,TN,6/10/2025,6/15/2025,302,Flatbed,On Time,388.64,508.44,44.86,43
SHP0625,Bradley Ltd,Greenville,SC,Gulfport,MS,8/3/2025,8/3/2025,824,Refrigerated,Delayed,1111.55,1366.91,137.88,34
SHP0626,"Case, Huffman and Oconnor",Mobile,AL,Fort Smith,AR,2/22/2025,2/22/2025,1142,Flatbed,On Time,1796.00,2350.04,154.77,166
SHP0627,"Cooper, Fuller and Martinez",Birmingham,AL,Charleston,SC,7/11/2025,7/11/2025,1412,Flatbed,On Time,1751.93,2294.22,221.42,64
SHP0628,Clark-Boyer,Mobile,AL,Charlotte,NC,6/29/2025,7/3/2025,1694,Refrigerated,Delayed,2066.59,2729.30,241.84,103
SHP0629,Bell Group,Dallas,TX,New Orleans,LA,6/6/2025,6/6/2025,158,Flatbed,On Time,237.79,303.21,21.75,5
SHP0630,Hernandez PLC,Houston,TX,Fort Smith,AR,7/13/2025,7/13/2025,1779,Refrigerated,Cancelled,2568.71,3535.06,260.63,138
SHP0631,Zhang Inc,Gulfport,MS,Charleston,SC,3/16/2025,3/16/2025,213,Refrigerated,Delayed,337.82,448.48,35.65,9
SHP0632,"Dickerson, Morales and Peterson",Memphis,TN,Raleigh,NC,3/2/2025,3/2/2025,581,Dry Van,On Time,947.23,1209.34,82.79,27
SHP0633,Williams PLC,Montgomery,AL,Jackson,MS,5/31/2025,5/31/2025,673,Flatbed,On Time,1174.73,1609.12,104.63,76
SHP0634,Johnson-King,New Orleans,LA,Orlando,FL,3/19/2025,3/19/2025,1732,Dry Van,On Time,2879.55,3642.42,264.88,78
SHP0635,Martinez PLC,Dallas,TX,Tampa,FL,3/18/2025,3/18/2025,471,Refrigerated,On Time,792.21,913.31,83.60,20
SHP0636,White-Anderson,Fort Smith,AR,Nashville,TN,6/13/2025,6/13/2025,714,Refrigerated,On Time,1149.52,1460.72,128.55,17
SHP0637,"Hernandez, Greene and Gibbs",Columbia,SC,Tampa,FL,6/11/2025,6/16/2025,1174,Flatbed,On Time,1844.86,2496.97,187.26,162
SHP0638,"Walker, Aguilar and Harding",Jackson,MS,Mobile,AL,7/10/2025,7/10/2025,428,Dry Van,On Time,695.92,886.57,65.04,14
SHP0639,"Washington, Berry and Moore",San Antonio,TX,Baton Rouge,LA,4/28/2025,4/28/2025,1469,Dry Van,Delayed,1888.46,2396.32,222.74,154
SHP0640,Rivera-Rocha,Knoxville,TN,Charlotte,NC,4/24/2025,4/24/2025,1562,Dry Van,On Time,2460.77,3009.93,222.52,180
SHP0641,"Mcclain, Austin and Mayer",Hattiesburg,MS,Tampa,FL,7/15/2025,7/15/2025,609,Refrigerated,Delayed,985.76,1153.79,104.11,91
SHP0642,Stevenson-Brown,Raleigh,NC,Little Rock,AR,3/23/2025,3/23/2025,549,Flatbed,On Time,912.20,1204.17,92.83,45
SHP0643,Huff-James,Birmingham,AL,Gulfport,MS,5/17/2025,5/17/2025,1838,Refrigerated,On Time,2983.37,4074.95,282.45,75
SHP0644,Reyes-Cohen,Fort Smith,AR,Charleston,SC,4/20/2025,4/20/2025,421,Refrigerated,Delayed,744.85,978.23,57.15,52
SHP0645,Church-Collier,Charlotte,NC,Tampa,FL,5/20/2025,5/20/2025,165,Flatbed,Delayed,289.16,373.14,23.97,22
SHP0646,Hill Ltd,Houston,TX,Nashville,TN,7/2/2025,7/2/2025,1431,Flatbed,On Time,1885.67,2454.11,220.22,104
SHP0647,Schneider-Tanner,Memphis,TN,Hattiesburg,MS,6/23/2025,6/27/2025,659,Flatbed,On Time,1073.14,1300.98,92.27,14
SHP0648,Robinson LLC,Nashville,TN,Raleigh,NC,8/3/2025,8/3/2025,1149,Refrigerated,Cancelled,1897.69,2219.22,193.68,83
SHP0649,Giles PLC,Miami,FL,Dallas,TX,8/2/2025,8/5/2025,193,Flatbed,Delayed,255.58,307.23,34.03,21
SHP0650,"Mueller, Cook and Smith",Knoxville,TN,Miami,FL,6/21/2025,6/21/2025,1376,Refrigerated,On Time,2405.27,3017.12,216.86,171
SHP0651,Luna-White,Gulfport,MS,San Antonio,TX,5/10/2025,5/10/2025,1948,Flatbed,On Time,2598.48,3598.57,315.13,82
SHP0652,"Buchanan, Bush and Roth",Baton Rouge,LA,San Antonio,TX,4/5/2025,4/5/2025,700,Dry Van,On Time,982.54,1301.58,102.89,28
SHP0653,Dunn-Harrison,Greensboro,NC,Nashville,TN,8/10/2025,8/10/2025,1135,Refrigerated,On Time,1385.90,1926.27,178.63,111
SHP0654,"Thomas, Harris and Meza",Orlando,FL,Greenville,SC,2/23/2025,2/26/2025,1415,Flatbed,On Time,1816.40,2174.44,256.63,211
SHP0655,Reed-Coleman,Miami,FL,Greensboro,NC,6/30/2025,7/3/2025,328,Flatbed,On Time,464.77,603.78,51.30,19
SHP0656,Clements PLC,Montgomery,AL,Savannah,GA,7/9/2025,7/9/2025,1162,Refrigerated,On Time,1911.04,2566.98,196.40,51
SHP0657,Huerta-Alvarez,Augusta,GA,San Antonio,TX,5/22/2025,5/22/2025,1749,Flatbed,Delayed,2544.19,3290.42,309.77,160
SHP0658,"Saunders, Dean and Knight",Memphis,TN,Gulfport,MS,5/18/2025,5/18/2025,1767,Refrigerated,On Time,2872.57,3396.44,236.92,141
SHP0659,Rivers-Ruiz,Fort Smith,AR,New Orleans,LA,8/3/2025,8/3/2025,202,Flatbed,Delayed,243.06,318.14,34.61,16
SHP0660,Holloway and Sons,Montgomery,AL,San Antonio,TX,6/23/2025,6/25/2025,1405,Flatbed,On Time,2078.38,2717.02,219.82,77
SHP0661,"Butler, Franco and Williams",Orlando,FL,Charlotte,NC,2/13/2025,2/13/2025,789,Dry Van,On Time,1226.06,1509.47,115.88,102
SHP0662,Barnett-Matthews,Baton Rouge,LA,Memphis,TN,3/1/2025,3/5/2025,289,Flatbed,On Time,417.53,486.14,42.23,18
SHP0663,"Long, Bernard and Anderson",Raleigh,NC,Fayetteville,AR,4/5/2025,4/5/2025,768,Flatbed,On Time,1137.40,1453.92,103.21,35
SHP0664,Jones Group,Tampa,FL,Augusta,GA,3/20/2025,3/20/2025,1367,Refrigerated,Delayed,1840.65,2149.16,206.26,201
SHP0665,Murphy-Gibbs,Hattiesburg,MS,Baton Rouge,LA,6/5/2025,6/5/2025,1095,Dry Van,On Time,1808.80,2440.72,182.92,37
SHP0666,Nelson and Sons,Greensboro,NC,Augusta,GA,5/14/2025,5/18/2025,1633,Flatbed,On Time,2079.79,2754.64,230.60,149
SHP0667,Wilson-Nunez,Orlando,FL,New Orleans,LA,3/14/2025,3/14/2025,287,Dry Van,On Time,392.93,544.76,42.58,34
SHP0668,"Montgomery, Watson and Lopez",Shreveport,LA,Gulfport,MS,2/20/2025,2/20/2025,1154,Flatbed,Delayed,1742.33,2106.30,202.56,96
SHP0669,"Vargas, Yang and Patel",Little Rock,AR,New Orleans,LA,7/18/2025,7/18/2025,981,Flatbed,On Time,1268.49,1731.04,135.87,66
SHP0670,Martin PLC,Baton Rouge,LA,Miami,FL,5/28/2025,5/28/2025,924,Dry Van,On Time,1338.97,1756.18,144.12,97
SHP0671,"Powers, Powell and Cabrera",Charleston,SC,Fort Smith,AR,5/3/2025,5/3/2025,195,Refrigerated,On Time,290.92,391.06,27.38,28
SHP0672,Sheppard and Sons,Nashville,TN,Gulfport,MS,3/22/2025,3/22/2025,1080,Flatbed,On Time,1443.41,1975.32,144.06,92
SHP0673,Duran-Vargas,Greenville,SC,Gulfport,MS,3/21/2025,3/21/2025,1256,Flatbed,On Time,1783.70,2423.56,208.75,50
SHP0674,Thompson-Olsen,Jackson,MS,Birmingham,AL,4/12/2025,4/14/2025,1414,Dry Van,On Time,2507.30,3213.23,235.79,118
SHP0675,"Sampson, Thompson and Reid",Raleigh,NC,Montgomery,AL,6/12/2025,6/12/2025,606,Refrigerated,On Time,932.26,1255.64,86.23,87
SHP0676,Rodriguez-James,Montgomery,AL,Orlando,FL,3/9/2025,3/9/2025,854,Refrigerated,On Time,1044.13,1304.83,131.95,55
SHP0677,Shepherd PLC,New Orleans,LA,Fayetteville,AR,3/16/2025,3/18/2025,1032,Refrigerated,On Time,1801.01,2423.49,177.98,109
SHP0678,Mayo Ltd,Gulfport,MS,Dallas,TX,5/16/2025,5/16/2025,639,Refrigerated,Delayed,890.40,1036.04,85.70,71
SHP0679,"Williams, Armstrong and Fox",Savannah,GA,Tampa,FL,7/30/2025,7/31/2025,323,Refrigerated,Delayed,453.96,611.98,57.12,47
SHP0680,"Webster, Ferrell and Jones",Augusta,GA,San Antonio,TX,2/22/2025,2/22/2025,1324,Refrigerated,On Time,1804.32,2467.52,223.01,147
SHP0681,"Dougherty, Mitchell and Moore",Jackson,MS,Shreveport,LA,6/4/2025,6/4/2025,1375,Refrigerated,On Time,1710.49,1977.48,240.99,38
SHP0682,Davis Inc,Mobile,AL,Gulfport,MS,7/5/2025,7/5/2025,367,Dry Van,On Time,542.23,623.75,49.00,13
SHP0683,"Matthews, Austin and Jenkins",Montgomery,AL,Jackson,MS,4/1/2025,4/1/2025,1736,Dry Van,Delayed,2250.95,3136.96,231.72,115
SHP0684,"Jackson, Gomez and Carroll",Savannah,GA,Raleigh,NC,7/17/2025,7/17/2025,911,Refrigerated,Cancelled,1466.90,1807.53,127.49,45
SHP0685,"Cunningham, Moore and Berry",Gulfport,MS,Montgomery,AL,4/24/2025,4/24/2025,1737,Dry Van,On Time,2300.28,2932.55,287.72,77
SHP0686,Johnson Ltd,Little Rock,AR,Knoxville,TN,4/13/2025,4/13/2025,1692,Flatbed,On Time,2499.20,3221.02,230.25,227
SHP0687,Cantrell-Baker,Greensboro,NC,Tampa,FL,3/19/2025,3/19/2025,1438,Refrigerated,On Time,2423.51,3282.49,209.22,86
SHP0688,Booth-Tyler,Baton Rouge,LA,Jackson,MS,7/26/2025,7/26/2025,435,Flatbed,On Time,733.53,905.51,61.02,15
SHP0689,"Mason, Hunter and Brennan",Houston,TX,Savannah,GA,7/8/2025,7/8/2025,1391,Refrigerated,On Time,2502.62,3240.83,244.61,175
SHP0690,"Washington, Howell and Good",Jackson,MS,Montgomery,AL,7/21/2025,7/21/2025,844,Flatbed,Delayed,1058.43,1429.35,138.81,82
SHP0691,"Wood, White and Anderson",Fort Smith,AR,Miami,FL,5/18/2025,5/22/2025,1514,Refrigerated,Cancelled,2196.73,2744.19,259.01,166
SHP0692,Townsend PLC,Memphis,TN,Gulfport,MS,6/30/2025,6/30/2025,614,Dry Van,On Time,765.03,936.20,86.35,32
SHP0693,"Davis, Lopez and Murray",Gulfport,MS,Shreveport,LA,5/23/2025,5/23/2025,228,Dry Van,On Time,329.17,449.73,33.37,29
SHP0694,Pruitt-Stewart,Montgomery,AL,Augusta,GA,7/8/2025,7/8/2025,1243,Dry Van,On Time,2208.11,2580.12,200.41,58
SHP0695,Duffy Inc,Miami,FL,Montgomery,AL,4/30/2025,4/30/2025,107,Refrigerated,On Time,164.92,224.89,18.76,4
SHP0696,"Green, Boyle and Simmons",Tampa,FL,Hattiesburg,MS,3/20/2025,3/20/2025,121,Refrigerated,On Time,165.45,206.39,18.65,6
SHP0697,Ramirez-Hahn,Shreveport,LA,Raleigh,NC,4/9/2025,4/9/2025,734,Dry Van,On Time,1139.74,1524.41,122.09,84
SHP0698,Keith LLC,Montgomery,AL,Augusta,GA,6/24/2025,6/24/2025,164,Dry Van,On Time,226.56,304.05,28.59,12
SHP0699,Henderson-Daniel,Tampa,FL,Baton Rouge,LA,4/19/2025,4/19/2025,1862,Flatbed,On Time,3096.37,3919.81,256.03,252
SHP0700,Hopkins-Brown,Charleston,SC,Houston,TX,2/21/2025,2/21/2025,863,Flatbed,On Time,1425.01,1644.63,126.95,55
SHP0701,"Thompson, Diaz and Rodriguez",Mobile,AL,Fort Smith,AR,2/22/2025,2/22/2025,591,Refrigerated,Delayed,1005.50,1163.67,90.95,59
SHP0702,Thomas Ltd,Augusta,GA,Montgomery,AL,5/1/2025,5/1/2025,258,Flatbed,On Time,408.11,515.43,42.26,30
SHP0703,Taylor and Sons,Charleston,SC,Atlanta,GA,8/9/2025,8/10/2025,439,Dry Van,On Time,584.90,706.45,59.38,34
SHP0704,Figueroa-Fuentes,San Antonio,TX,Columbia,SC,5/28/2025,5/28/2025,632,Refrigerated,On Time,993.01,1182.18,106.93,62
SHP0705,"Smith, Burgess and Clark",Charleston,SC,Nashville,TN,4/10/2025,4/14/2025,737,Flatbed,On Time,1280.69,1581.71,98.35,70
SHP0706,Jones and Sons,Atlanta,GA,Nashville,TN,5/7/2025,5/11/2025,139,Refrigerated,On Time,230.20,285.08,19.39,14
SHP0707,Kelly LLC,Gulfport,MS,Nashville,TN,5/28/2025,5/28/2025,1112,Refrigerated,Delayed,1408.82,1842.02,173.16,147
SHP0708,Rodriguez PLC,Jackson,MS,Shreveport,LA,7/29/2025,7/29/2025,1821,Flatbed,On Time,2902.98,3759.31,305.65,167
SHP0709,Wright-Perez,Tampa,FL,Dallas,TX,6/17/2025,6/21/2025,1843,Flatbed,On Time,2886.08,3841.00,307.16,236
SHP0710,Lee-Brown,Nashville,TN,Miami,FL,4/16/2025,4/16/2025,869,Dry Van,Delayed,1301.72,1752.05,143.69,44
SHP0711,Ortega-Ford,Raleigh,NC,Augusta,GA,2/18/2025,2/18/2025,649,Refrigerated,On Time,1109.15,1437.91,116.71,51
SHP0712,Hill Ltd,Hattiesburg,MS,New Orleans,LA,4/4/2025,4/4/2025,1621,Refrigerated,On Time,2677.41,3576.32,259.76,240
SHP0713,Hill-Abbott,Nashville,TN,Birmingham,AL,6/17/2025,6/17/2025,609,Flatbed,Delayed,1000.63,1207.56,88.03,18
SHP0714,King-Morgan,Nashville,TN,Montgomery,AL,7/31/2025,7/31/2025,684,Refrigerated,On Time,863.53,1059.07,100.53,36
SHP0715,Meyer-Leon,Tampa,FL,Columbia,SC,5/17/2025,5/17/2025,407,Refrigerated,Delayed,668.85,861.08,59.46,18
SHP0716,Wright-Bowen,Houston,TX,Birmingham,AL,5/10/2025,5/10/2025,334,Refrigerated,Cancelled,569.95,747.87,52.17,19
SHP0717,Spence Ltd,Miami,FL,Greenville,SC,4/25/2025,4/25/2025,1048,Flatbed,On Time,1488.23,1869.84,189.72,77
SHP0718,Gonzales Inc,Raleigh,NC,San Antonio,TX,7/12/2025,7/12/2025,709,Flatbed,Delayed,1215.79,1461.53,108.72,65
SHP0719,"Blair, Johnson and Hubbard",Orlando,FL,Houston,TX,6/11/2025,6/11/2025,1633,Dry Van,On Time,2908.92,3519.55,275.78,96
SHP0720,"Ramirez, Pittman and Davis",Greenville,SC,Montgomery,AL,4/28/2025,4/28/2025,652,Flatbed,On Time,1028.86,1347.10,88.13,28
